,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
0,-0.44311428,-0.44100094,-0.5023718,0.564806,-0.28308392,-0.658484,-0.47602463,-0.6143007,0.74197197,-0.32500553,-0.6630708,-0.32870007,-0.6184263,0.7917528,-0.30978584,-0.89646065,-0.39332867,-0.68855333,0.8968859,-0.3430395,-0.622669,-0.3231411,-0.56617355,0.76804066,-0.22474957,-0.24056125,-0.33703995,-0.38054276,0.5399904,-0.08247185,-0.14513856,-0.08339119,-0.20935059,0.5525942,0.08131313,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875
1,-0.658484,-0.47602463,-0.6143007,0.74197197,-0.32500553,-0.6630708,-0.32870007,-0.6184263,0.7917528,-0.30978584,-0.89646065,-0.39332867,-0.68855333,0.8968859,-0.3430395,-0.622669,-0.3231411,-0.56617355,0.76804066,-0.22474957,-0.24056125,-0.33703995,-0.38054276,0.5399904,-0.08247185,-0.14513856,-0.08339119,-0.20935059,0.5525942,0.08131313,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006
2,-0.6630708,-0.32870007,-0.6184263,0.7917528,-0.30978584,-0.89646065,-0.39332867,-0.68855333,0.8968859,-0.3430395,-0.622669,-0.3231411,-0.56617355,0.76804066,-0.22474957,-0.24056125,-0.33703995,-0.38054276,0.5399904,-0.08247185,-0.14513856,-0.08339119,-0.20935059,0.5525942,0.08131313,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533
3,-0.89646065,-0.39332867,-0.68855333,0.8968859,-0.3430395,-0.622669,-0.3231411,-0.56617355,0.76804066,-0.22474957,-0.24056125,-0.33703995,-0.38054276,0.5399904,-0.08247185,-0.14513856,-0.08339119,-0.20935059,0.5525942,0.08131313,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533,-0.9360609,0.09262276,-0.8578863,0.8841038,-0.7546902
4,-0.622669,-0.3231411,-0.56617355,0.76804066,-0.22474957,-0.24056125,-0.33703995,-0.38054276,0.5399904,-0.08247185,-0.14513856,-0.08339119,-0.20935059,0.5525942,0.08131313,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533,-0.9360609,0.09262276,-0.8578863,0.8841038,-0.7546902,-0.8398075,0.043851852,-0.7490282,0.5112481,-0.80959034
5,-0.24056125,-0.33703995,-0.38054276,0.5399904,-0.08247185,-0.14513856,-0.08339119,-0.20935059,0.5525942,0.08131313,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533,-0.9360609,0.09262276,-0.8578863,0.8841038,-0.7546902,-0.8398075,0.043851852,-0.7490282,0.5112481,-0.80959034,-0.7978692,0.06659126,-0.69774246,0.61712825,-0.8561506
6,-0.14513856,-0.08339119,-0.20935059,0.5525942,0.08131313,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533,-0.9360609,0.09262276,-0.8578863,0.8841038,-0.7546902,-0.8398075,0.043851852,-0.7490282,0.5112481,-0.80959034,-0.7978692,0.06659126,-0.69774246,0.61712825,-0.8561506,-0.92299795,0.09744644,-0.8795595,0.39220607,-0.77484417
7,-0.031075597,-0.23696995,-0.28154087,0.45813847,-0.043758392,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533,-0.9360609,0.09262276,-0.8578863,0.8841038,-0.7546902,-0.8398075,0.043851852,-0.7490282,0.5112481,-0.80959034,-0.7978692,0.06659126,-0.69774246,0.61712825,-0.8561506,-0.92299795,0.09744644,-0.8795595,0.39220607,-0.77484417,-0.80680656,0.09273434,-0.6304083,0.81240773,-0.7025709
8,-0.48639035,-0.31271744,-0.45960903,0.67825985,-0.1594019,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533,-0.9360609,0.09262276,-0.8578863,0.8841038,-0.7546902,-0.8398075,0.043851852,-0.7490282,0.5112481,-0.80959034,-0.7978692,0.06659126,-0.69774246,0.61712825,-0.8561506,-0.92299795,0.09744644,-0.8795595,0.39220607,-0.77484417,-0.80680656,0.09273434,-0.6304083,0.81240773,-0.7025709,-0.80405664,0.022571564,-0.70369816,0.62448955,-0.69701195
9,-0.2876017,-0.17790127,-0.32416725,0.63029385,-0.065761566,-0.22823346,-0.26824188,-0.37298012,0.59137917,-0.10861111,-0.59626704,-0.50034714,-0.5909252,0.711154,-0.3157425,-0.015709162,-0.19596863,-0.22035122,0.5041046,-0.022747993,-0.50015074,-0.3231411,-0.48642254,0.6994295,-0.2421217,-0.047168493,-0.018068314,-0.11997318,0.53063965,0.054512024,-0.43287224,-0.4322443,-0.53661156,0.68450546,-0.25353622,-0.76849276,-0.5350933,-0.6672406,0.8272085,-0.40425205,-0.045281827,-0.04864502,-0.18872547,0.531518,0.054016113,-0.77423966,-0.37942982,-0.6507392,0.8647213,-0.32351685,-0.36369872,-0.2230711,-0.36541748,0.66421604,-0.10612965,-0.7806554,-0.5760946,-0.7655554,0.83575535,-0.54107,-0.82089204,-0.5837383,-0.7483673,0.8387461,-0.45520687,-0.04555434,-0.21403694,-0.27329063,0.49512863,0.020266533,-0.34375793,-0.25642776,-0.4156065,0.62163544,-0.13640594,0.31639802,-0.48783875,-0.66999006,0.2828045,-0.55331326,0.41604412,-0.8902006,-0.90168476,0.11506271,-0.74571896,0.57266414,-0.8693533,-0.9360609,0.09262276,-0.8578863,0.8841038,-0.7546902,-0.8398075,0.043851852,-0.7490282,0.5112481,-0.80959034,-0.7978692,0.06659126,-0.69774246,0.61712825,-0.8561506,-0.92299795,0.09744644,-0.8795595,0.39220607,-0.77484417,-0.80680656,0.09273434,-0.6304083,0.81240773,-0.7025709,-0.80405664,0.022571564,-0.70369816,0.62448955,-0.69701195,-0.77930593,0.08959293,-0.64016914,0.48212123,-0.8888111
