time,served_request,request_rate,avgResponseTime,performance,cpu_usage,memory
1602542588,2122,429,674.658331749689,0.62994849392549,31.9,71503872
1602542598,2149,428,677.155856145377,0.633532141982833,31.3,71294976
1602542608,2128,426,668.093550025969,0.636138456932387,32.1,71507968
1602542618,2146,434,667.972590916643,0.642241921051421,31.8,71581696
1602542628,1726,294,456.499152360344,0.755751677119588,24.6,65519616
1602542638,2300,461,3.14586940019027,146.859243416798,35.8,65953792
1602542648,2305,461,3.21751644192445,143.589009827614,37,65986560
1602542658,2108,419,681.823483002028,0.617461865857659,31.6,71458816
1602542668,2179,431,648.678324867028,0.670594319748807,31.9,70930432
1602542678,2154,436,656.782864085368,0.657751630901029,31.8,71294976
1602542688,2159,436,657.837482004488,0.656697150614858,31.8,71909376
1602542698,2165,431,667.88301181573,0.648317133898692,32.4,71819264
1602542708,2141,423,688.578525473725,0.618665822764255,32,71655424
1602542718,2145,429,671.262140651961,0.639094586182584,31.7,71647232
1602542728,2169,427,665.775040757991,0.647365812195817,31.9,71499776
1602542738,2184,434,665.724362973328,0.653423585186453,32.3,71581696
1602542748,2160,430,667.909232996128,0.645297263022711,31.6,71737344
1602542758,2172,431,660.289164845237,0.657287781031094,31.6,71557120
1602542768,1871,309,310.887858677777,1.17727337939995,25.5,65175552
1602542778,2295,461,3.34843311434478,137.377688098158,35.9,65773568
1602542788,2332,468,3.48098026540635,134.444887450509,37.2,65732608
1602542798,2309,465,3.34060899413164,139.495523366731,37.3,66101248
1602542808,2332,466,3.56314767081783,130.783240845318,37.1,65740800
1602542818,2355,470,3.29972305621817,142.436196005694,37.2,65732608
1602542828,2184,472,32.8672395084367,13.4784669058162,37,68067328
1602542838,2146,422,679.760692392902,0.631104453083082,31.6,71278592
1602542848,2143,425,680.619354288099,0.628839008622773,31.8,71598080
1602542858,2109,422,688.137074452884,0.613249911488229,31.2,71630848
1602542868,2135,425,666.036271937279,0.639604805247179,31.6,71335936
