,var1(t-24),var2(t-24),var3(t-24),var4(t-24),var5(t-24),var1(t-23),var2(t-23),var3(t-23),var4(t-23),var5(t-23),var1(t-22),var2(t-22),var3(t-22),var4(t-22),var5(t-22),var1(t-21),var2(t-21),var3(t-21),var4(t-21),var5(t-21),var1(t-20),var2(t-20),var3(t-20),var4(t-20),var5(t-20),var1(t-19),var2(t-19),var3(t-19),var4(t-19),var5(t-19),var1(t-18),var2(t-18),var3(t-18),var4(t-18),var5(t-18),var1(t-17),var2(t-17),var3(t-17),var4(t-17),var5(t-17),var1(t-16),var2(t-16),var3(t-16),var4(t-16),var5(t-16),var1(t-15),var2(t-15),var3(t-15),var4(t-15),var5(t-15),var1(t-14),var2(t-14),var3(t-14),var4(t-14),var5(t-14),var1(t-13),var2(t-13),var3(t-13),var4(t-13),var5(t-13),var1(t-12),var2(t-12),var3(t-12),var4(t-12),var5(t-12),var1(t-11),var2(t-11),var3(t-11),var4(t-11),var5(t-11),var1(t-10),var2(t-10),var3(t-10),var4(t-10),var5(t-10),var1(t-9),var2(t-9),var3(t-9),var4(t-9),var5(t-9),var1(t-8),var2(t-8),var3(t-8),var4(t-8),var5(t-8),var1(t-7),var2(t-7),var3(t-7),var4(t-7),var5(t-7),var1(t-6),var2(t-6),var3(t-6),var4(t-6),var5(t-6),var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var1(t),var2(t),var3(t)
325,0.6373788,-0.80750465,-0.8370576,0.13477325,-0.63173103,0.59498286,-0.7470465,-0.8336201,0.15005112,-0.763752,0.820318,-0.80333614,-0.8446207,0.11951351,-0.7695427,0.74808526,-0.77553844,-0.8686838,0.14917278,-0.7599468,0.68880785,-0.7234192,-0.7731185,0.1157732,-0.60972786,0.87971103,-0.6316891,-0.73736715,0.09516525,-0.613698,0.6864463,-0.8005562,-0.87762165,0.16439438,-0.9230709,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415
326,0.59498286,-0.7470465,-0.8336201,0.15005112,-0.763752,0.820318,-0.80333614,-0.8446207,0.11951351,-0.7695427,0.74808526,-0.77553844,-0.8686838,0.14917278,-0.7599468,0.68880785,-0.7234192,-0.7731185,0.1157732,-0.60972786,0.87971103,-0.6316891,-0.73736715,0.09516525,-0.613698,0.6864463,-0.8005562,-0.87762165,0.16439438,-0.9230709,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886
327,0.820318,-0.80333614,-0.8446207,0.11951351,-0.7695427,0.74808526,-0.77553844,-0.8686838,0.14917278,-0.7599468,0.68880785,-0.7234192,-0.7731185,0.1157732,-0.60972786,0.87971103,-0.6316891,-0.73736715,0.09516525,-0.613698,0.6864463,-0.8005562,-0.87762165,0.16439438,-0.9230709,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592
328,0.74808526,-0.77553844,-0.8686838,0.14917278,-0.7599468,0.68880785,-0.7234192,-0.7731185,0.1157732,-0.60972786,0.87971103,-0.6316891,-0.73736715,0.09516525,-0.613698,0.6864463,-0.8005562,-0.87762165,0.16439438,-0.9230709,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104
329,0.68880785,-0.7234192,-0.7731185,0.1157732,-0.60972786,0.87971103,-0.6316891,-0.73736715,0.09516525,-0.613698,0.6864463,-0.8005562,-0.87762165,0.16439438,-0.9230709,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712
330,0.87971103,-0.6316891,-0.73736715,0.09516525,-0.613698,0.6864463,-0.8005562,-0.87762165,0.16439438,-0.9230709,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933
331,0.6864463,-0.8005562,-0.87762165,0.16439438,-0.9230709,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306
332,0.65176666,-0.7296734,-0.7909937,0.13204288,-0.6529083,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056
333,0.9150058,-0.78248787,-0.8143697,0.06330013,-0.6712713,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804
334,0.8901769,-0.7637243,-0.8150568,0.09292126,-0.6899662,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804,0.215559,-0.27471256,0.52426124,-0.24044514,-0.29460335
335,0.6635041,-0.8179283,-0.85630846,0.14662838,-0.7266941,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804,0.215559,-0.27471256,0.52426124,-0.24044514,-0.29460335,0.23971939,-0.204566,0.20676076,-0.5462122,-0.5207987
336,0.9303062,-0.6650448,-0.7071166,0.062514305,-0.58176804,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804,0.215559,-0.27471256,0.52426124,-0.24044514,-0.29460335,0.23971939,-0.204566,0.20676076,-0.5462122,-0.5207987,0.3119774,-0.4082222,0.59761286,-0.37595558,-0.36129284
337,0.6291423,-0.85476017,-0.879684,0.1636467,-0.8762512,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804,0.215559,-0.27471256,0.52426124,-0.24044514,-0.29460335,0.23971939,-0.204566,0.20676076,-0.5462122,-0.5207987,0.3119774,-0.4082222,0.59761286,-0.37595558,-0.36129284,0.23829842,-0.22772789,0.47371137,-0.49756813,-0.49260902
338,0.84934986,-0.79499626,-0.8233075,0.08248711,-0.72388077,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804,0.215559,-0.27471256,0.52426124,-0.24044514,-0.29460335,0.23971939,-0.204566,0.20676076,-0.5462122,-0.5207987,0.3119774,-0.4082222,0.59761286,-0.37595558,-0.36129284,0.23829842,-0.22772789,0.47371137,-0.49756813,-0.49260902,0.2853861,-0.39995098,0.5511669,-0.40375233,-0.36404324
339,0.66129947,-0.8700485,-0.8686838,0.0894804,-0.7066765,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804,0.215559,-0.27471256,0.52426124,-0.24044514,-0.29460335,0.23971939,-0.204566,0.20676076,-0.5462122,-0.5207987,0.3119774,-0.4082222,0.59761286,-0.37595558,-0.36129284,0.23829842,-0.22772789,0.47371137,-0.49756813,-0.49260902,0.2853861,-0.39995098,0.5511669,-0.40375233,-0.36404324,0.20602131,-0.27950954,0.47049534,-0.3780403,-0.42316914
340,0.4534694,-0.8325224,-0.83637,0.16701221,-0.75845814,0.4679935,-0.87352276,-0.90237236,0.1445713,-0.8813801,0.72392094,-0.8179283,-0.8893094,0.13597012,-0.81172943,0.529876,-0.95413494,-0.889997,0.11771774,-0.7927046,0.5444126,-0.8825569,-0.8879342,0.18661022,-0.9061966,0.62725973,-0.75121593,-0.7916813,0.1630106,-0.71610546,0.7035879,-0.7261982,-0.7689934,0.11382866,-0.57945156,0.47818685,-0.8380823,-0.8693714,0.20059776,-0.8152046,0.01883018,-0.56984043,-0.5819864,0.4177084,-0.48002338,0.63937294,-0.359972,-0.3255415,0.22666645,-0.20638657,0.6146678,-0.38012505,-0.31797886,0.19700813,-0.25816822,0.5183946,-0.51563644,-0.43554592,0.19016361,-0.23302174,0.28555787,-0.43641376,-0.45617104,0.32405758,-0.42344284,0.3403641,-0.45726204,-0.4506712,0.27102375,-0.3312931,0.578956,-0.39610767,-0.33447933,0.22384262,-0.17594433,0.7595955,-0.25781727,-0.22241306,0.15979385,-0.100504875,0.28484368,-0.42529583,-0.43967056,0.35536194,-0.3787737,0.6881679,-0.40236187,-0.36266804,0.215559,-0.27471256,0.52426124,-0.24044514,-0.29460335,0.23971939,-0.204566,0.20676076,-0.5462122,-0.5207987,0.3119774,-0.4082222,0.59761286,-0.37595558,-0.36129284,0.23829842,-0.22772789,0.47371137,-0.49756813,-0.49260902,0.2853861,-0.39995098,0.5511669,-0.40375233,-0.36404324,0.20602131,-0.27950954,0.47049534,-0.3780403,-0.42316914,0.32024288,-0.36553955,0.520339,-0.37456608,-0.37023067
